TicketSymbol,Name,Title,ShortDescription,Image/Media,Market,Brand,Description,Category,Condition,CountryOfManufacture,DataType,listingType,ProductsCategory,Shoe,Traits,URLKey,Year,Tags
TP-FT1TP2N/90,Naturel /6763 #115,Frank Thomas 1990 Topps Project 2020 Naturel /6763 #115,Frank-Thomas-1990-Topps-Project-2020-Naturel-6763-115,"{'imageUrl': 'https://stockx.imgix.net/images/Frank-Thomas-1990-Topps-Project-2020-Naturel-6763-115.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606523713', 'smallImageUrl': 'https://stockx.imgix.net/images/Frank-Thomas-1990-Topps-Project-2020-Naturel-6763-115.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606523713', 'thumbUrl': 'https://stockx.imgix.net/images/Frank-Thomas-1990-Topps-Project-2020-Naturel-6763-115.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606523713', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'ac858007-dd48-4ce8-9c8d-2cc567cc6773', 'lowestAsk': 19, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 14, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 0, 'highestBidSize': '', 'numberOfBids': 0, 'hasBids': 0, 'annualHigh': 20, 'annualLow': 15, 'deadstockRangeLow': 18, 'deadstockRangeHigh': 22, 'volatility': 0.117851, 'deadstockSold': 9, 'pricePremium': 0, 'averageDeadstockPrice': 17, 'lastSale': 20, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 150, 'lastLowestAskTime': 1606636996, 'lastHighestBidTime': 0, 'lastSaleDate': '2020-11-27T19:04:53+00:00', 'createdAt': '2020-07-02T20:05:28+00:00', 'updatedAt': 1607605540, 'deadstockSoldRank': 65, 'pricePremiumRank': 50, 'averageDeadstockPriceRank': 98, 'featured': 0}",Topps,,Trading Cards Topps Project 2020,New,US,product,standard,collectibles,Topps Naturel /6763 #115,"[{'name': 'Year', 'value': '1990', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#115', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Chicago White Sox', 'filterable': True, 'visible': True, 'highlight': False}]",frank-thomas-1990-topps-project-2020-naturel-6763-115,0,"['collectibles', 'topps', 'trading cards', 'topps project 2020', 'chicago white sox', 'team|chicago white sox']"
PAN-21SBHB,Basketball Hobby Box,2018-19 Panini Spectra Basketball Hobby Box,2018-19-Panini-Spectra-Basketball-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2018-19-Panini-Spectra-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933859', 'smallImageUrl': 'https://stockx.imgix.net/images/2018-19-Panini-Spectra-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933859', 'thumbUrl': 'https://stockx.imgix.net/images/2018-19-Panini-Spectra-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933859', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'c92b1fd3-b778-4aa8-8b2a-e623b64e0873', 'lowestAsk': 0, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 0, 'hasAsks': 0, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 1250, 'highestBidSize': '', 'numberOfBids': 5, 'hasBids': 1, 'annualHigh': 1500, 'annualLow': 255, 'deadstockRangeLow': 1123, 'deadstockRangeHigh': 1877, 'volatility': 0.25161, 'deadstockSold': 9, 'pricePremium': 0, 'averageDeadstockPrice': 448, 'lastSale': 1500, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 1110, 'changePercentage': 2.84615, 'absChangePercentage': 2.84615, 'totalDollars': 4032, 'lastLowestAskTime': 0, 'lastHighestBidTime': 1607715070, 'lastSaleDate': '2020-12-06T19:15:37+00:00', 'createdAt': '2020-01-24T22:02:43+00:00', 'updatedAt': 1607715070, 'deadstockSoldRank': 44, 'pricePremiumRank': 59, 'averageDeadstockPriceRank': 32, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Hobby Box,"[{'name': 'Year', 'value': '2018-19', 'filterable': False, 'visible': True, 'highlight': False}]",2018-19-panini-spectra-basketball-hobby-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', 'basketball', '2018']"
PN-2PCBHB13,Basketball Hobby Box,2012-13 Panini Contenders Basketball Hobby Box,2012-13-Panini-Contenders-Basketball-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2012-13-Panini-Contenders-Basketball-Hobby-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934057', 'smallImageUrl': 'https://stockx.imgix.net/images/2012-13-Panini-Contenders-Basketball-Hobby-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934057', 'thumbUrl': 'https://stockx.imgix.net/images/2012-13-Panini-Contenders-Basketball-Hobby-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934057', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'd631d9c8-e982-4fb5-a7c4-c368f74f1987', 'lowestAsk': 500, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 2, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 350, 'highestBidSize': '', 'numberOfBids': 7, 'hasBids': 1, 'annualHigh': 800, 'annualLow': 275, 'deadstockRangeLow': 272, 'deadstockRangeHigh': 538, 'volatility': 0.328982, 'deadstockSold': 9, 'pricePremium': 0, 'averageDeadstockPrice': 482, 'lastSale': 405, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 6, 'changePercentage': 0.015038, 'absChangePercentage': 0.015038, 'totalDollars': 4339, 'lastLowestAskTime': 1606598471, 'lastHighestBidTime': 1608374600, 'lastSaleDate': '2020-11-14T02:46:34+00:00', 'createdAt': '2020-02-24T19:27:01+00:00', 'updatedAt': 1608562767, 'deadstockSoldRank': 81, 'pricePremiumRank': 24, 'averageDeadstockPriceRank': 56, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Hobby Box,"[{'name': 'Year', 'value': '2012-13', 'filterable': False, 'visible': True, 'highlight': False}]",2012-13-panini-contenders-basketball-hobby-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2012', 'basketball']"
PKM-DRHL1F1E462,Fossil 1st Edition #4/62,Dragonite-Holo 1999 Pokemon TCG Fossil 1st Edition #4/62,Dragonite-Holo-1999-Pokemon-Fossil-1st-Edition-4-62,"{'imageUrl': 'https://stockx.imgix.net/products/collectibles/Dragonite-Holo-1999-Pokemon-Fossil-1st-Edition-4-62-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1574700588', 'smallImageUrl': 'https://stockx.imgix.net/products/collectibles/Dragonite-Holo-1999-Pokemon-Fossil-1st-Edition-4-62-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1574700588', 'thumbUrl': 'https://stockx.imgix.net/products/collectibles/Dragonite-Holo-1999-Pokemon-Fossil-1st-Edition-4-62-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1574700588', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'f2503451-b8e5-4584-8870-2c9b90c0ce14', 'lowestAsk': 310, 'lowestAskSize': 'PSA 6', 'parentLowestAsk': 0, 'numberOfAsks': 15, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 2000, 'highestBidSize': 'PSA 10', 'numberOfBids': 26, 'hasBids': 1, 'annualHigh': 1050, 'annualLow': 250, 'deadstockRangeLow': 333, 'deadstockRangeHigh': 817, 'volatility': 0.420181, 'deadstockSold': 9, 'pricePremium': 0, 'averageDeadstockPrice': 560, 'lastSale': 575, 'lastSaleSize': 'PSA 8', 'salesLast72Hours': 0, 'changeValue': 325, 'changePercentage': 1.3, 'absChangePercentage': 1.3, 'totalDollars': 5038, 'lastLowestAskTime': 1608562679, 'lastHighestBidTime': 1607077113, 'lastSaleDate': '2020-12-07T00:13:12+00:00', 'createdAt': '2019-11-25T16:57:53+00:00', 'updatedAt': 1608562680, 'deadstockSoldRank': 45, 'pricePremiumRank': 39, 'averageDeadstockPriceRank': 16, 'featured': 0}",Pokemon,,Trading Cards Pokemon,Graded,US,product,standard,collectibles,Pokemon Fossil 1st Edition #4/62,"[{'name': 'Year', 'value': '1999', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#4/62', 'filterable': False, 'visible': True, 'highlight': False}]",dragonite-holo-1999-pokemon-fossil-1st-edition-4-62,0,"['collectibles', 'pokemon', 'trading cards', 'pokemon']"
YGO-2YTRotDBB20,Booster Box,2020 Yu-Gi-Oh! TCG Rise of the Duelist Booster Box,2020-Yu-Gi-Oh-TCG-Rise-of-the-Duelist-Booster-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Yu-Gi-Oh-TCG-Rise-of-the-Duelist-Booster-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932035', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Yu-Gi-Oh-TCG-Rise-of-the-Duelist-Booster-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932035', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Yu-Gi-Oh-TCG-Rise-of-the-Duelist-Booster-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932035', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'fda2a3f2-e3d0-4ac8-8ae4-001fe4e424df', 'lowestAsk': 168, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 2, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 91, 'highestBidSize': '', 'numberOfBids': 4, 'hasBids': 1, 'annualHigh': 161, 'annualLow': 91, 'deadstockRangeLow': 140, 'deadstockRangeHigh': 182, 'volatility': 0.128491, 'deadstockSold': 9, 'pricePremium': 0, 'averageDeadstockPrice': 103, 'lastSale': 161, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 70, 'changePercentage': 0.769231, 'absChangePercentage': 0.769231, 'totalDollars': 926, 'lastLowestAskTime': 1608719271, 'lastHighestBidTime': 1608183138, 'lastSaleDate': '2020-12-02T05:41:56+00:00', 'createdAt': '2020-10-12T14:40:38+00:00', 'updatedAt': 1608719271, 'deadstockSoldRank': 35, 'pricePremiumRank': 10, 'averageDeadstockPriceRank': 8, 'featured': 0}",Yu-Gi-Oh! TCG,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Yu-Gi-Oh! TCG Booster Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-yu-gi-oh-tcg-rise-of-the-duelist-booster-box,0,"['collectibles', 'yu-gi-oh! tcg', 'trading cards', 'sealed boxes', 'yu-gi-oh-tcg']"
TP-MB2TURU14,Rookie #US301,Mookie Betts 2014 Topps Update Rookie #US301,Mookie-Betts-2014-Topps-Update-Rookie-US301,"{'imageUrl': 'https://stockx.imgix.net/images/Mookie-Betts-2014-Topps-Update-Rookie-US301-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320931', 'smallImageUrl': 'https://stockx.imgix.net/images/Mookie-Betts-2014-Topps-Update-Rookie-US301-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320931', 'thumbUrl': 'https://stockx.imgix.net/images/Mookie-Betts-2014-Topps-Update-Rookie-US301-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606320931', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '09ca675c-6381-4f82-8d04-fe3074c5f7cb', 'lowestAsk': 113, 'lowestAskSize': 'PSA 10', 'parentLowestAsk': 0, 'numberOfAsks': 2, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 61, 'highestBidSize': 'PSA 10', 'numberOfBids': 4, 'hasBids': 1, 'annualHigh': 128, 'annualLow': 43, 'deadstockRangeLow': 92, 'deadstockRangeHigh': 146, 'volatility': 0.224953, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 80, 'lastSale': 119, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': -9, 'changePercentage': -0.070313, 'absChangePercentage': 0.070313, 'totalDollars': 644, 'lastLowestAskTime': 1607300382, 'lastHighestBidTime': 1608576266, 'lastSaleDate': '2020-11-03T21:09:33+00:00', 'createdAt': '2019-10-01T15:15:37+00:00', 'updatedAt': 1608576266, 'deadstockSoldRank': 26, 'pricePremiumRank': 48, 'averageDeadstockPriceRank': 28, 'featured': 0}",Topps,,Trading Cards Baseball,Graded,US,product,standard,collectibles,Topps Rookie #US301,"[{'name': 'Year', 'value': '2014', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#US301', 'filterable': False, 'visible': True, 'highlight': False}]",mookie-betts-2014-topps-update-rookie-us301,0,"['collectibles', 'topps', 'trading cards', 'baseball', 'boston red sox']"
UD-AM2S1YGR201,Young Guns Rookie #201,Auston Matthews 2016 Upper Deck Series 1 Young Guns Rookie #201,Auston-Matthews-2016-Upper-Deck-Series-1-Young-Guns-Rookie-201,"{'imageUrl': 'https://stockx.imgix.net/images/Auston-Matthews-2016-Upper-Deck-Series-1-Young-Guns-Rookie-201-Frame.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317765', 'smallImageUrl': 'https://stockx.imgix.net/images/Auston-Matthews-2016-Upper-Deck-Series-1-Young-Guns-Rookie-201-Frame.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317765', 'thumbUrl': 'https://stockx.imgix.net/images/Auston-Matthews-2016-Upper-Deck-Series-1-Young-Guns-Rookie-201-Frame.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606317765', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '0e657e81-3258-475e-8abb-b7cfd332c993', 'lowestAsk': 0, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 0, 'hasAsks': 0, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 380, 'highestBidSize': 'PSA 10', 'numberOfBids': 2, 'hasBids': 1, 'annualHigh': 375, 'annualLow': 250, 'deadstockRangeLow': 323, 'deadstockRangeHigh': 397, 'volatility': 0.104152, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 328, 'lastSale': 360, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': -15, 'changePercentage': -0.04, 'absChangePercentage': 0.04, 'totalDollars': 2625, 'lastLowestAskTime': 0, 'lastHighestBidTime': 1608212997, 'lastSaleDate': '2020-10-13T16:33:03+00:00', 'createdAt': '2019-10-01T15:16:19+00:00', 'updatedAt': 1608554302, 'deadstockSoldRank': 8, 'pricePremiumRank': 18, 'averageDeadstockPriceRank': 43, 'featured': 0}",Upper Deck,,Trading Cards Hockey,Graded,US,product,standard,collectibles,Upper Deck Young Guns Rookie #201,"[{'name': 'Year', 'value': '2016', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#201', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Toronto Maple Leafs', 'filterable': True, 'visible': True, 'highlight': False}]",auston-matthews-2016-upper-deck-series-1-young-guns-rookie-201,0,"['collectibles', 'upper deck', 'trading cards', 'hockey', 'toronto maple leafs', 'team|toronto maple leafs']"
PN-2PSFHB18,Football Hobby Box,2018 Panini Select Football Hobby Box,2018-Panini-Select-Football-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2018-Panini-Select-Football-Hobby-Box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931928', 'smallImageUrl': 'https://stockx.imgix.net/images/2018-Panini-Select-Football-Hobby-Box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931928', 'thumbUrl': 'https://stockx.imgix.net/images/2018-Panini-Select-Football-Hobby-Box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931928', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '1babb180-7201-4171-8803-e6cecc7e86c5', 'lowestAsk': 1420, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 2, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 800, 'highestBidSize': '', 'numberOfBids': 3, 'hasBids': 1, 'annualHigh': 1125, 'annualLow': 443, 'deadstockRangeLow': 863, 'deadstockRangeHigh': 1387, 'volatility': 0.2328, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 736, 'lastSale': 1125, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 226, 'changePercentage': 0.25139, 'absChangePercentage': 0.25139, 'totalDollars': 5885, 'lastLowestAskTime': 1608074753, 'lastHighestBidTime': 1604946129, 'lastSaleDate': '2020-10-12T15:10:06+00:00', 'createdAt': '2020-06-08T18:40:25+00:00', 'updatedAt': 1608074753, 'deadstockSoldRank': 77, 'pricePremiumRank': 57, 'averageDeadstockPriceRank': 96, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Football Hobby Box,"[{'name': 'Year', 'value': '2018', 'filterable': False, 'visible': True, 'highlight': False}]",2018-panini-select-football-hobby-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2018', 'football']"
P-C1PBS1E46,Base Set 1st Edition #46/102,Charmander 1999 Pokemon TCG Base Set 1st Edition #46/102,Charmander-1999-Pokemon-Base-Set-1st-Edition-46-102,"{'imageUrl': 'https://stockx.imgix.net/products/collectibles/Charmander-1999-Pokemon-Base-Set-1st-Edition-46-102.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1584739668', 'smallImageUrl': 'https://stockx.imgix.net/products/collectibles/Charmander-1999-Pokemon-Base-Set-1st-Edition-46-102.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1584739668', 'thumbUrl': 'https://stockx.imgix.net/products/collectibles/Charmander-1999-Pokemon-Base-Set-1st-Edition-46-102.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1584739668', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '2f99d8e9-c18e-433b-a238-4bf38fb9193d', 'lowestAsk': 600, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 12, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 920, 'highestBidSize': 'PSA 10', 'numberOfBids': 23, 'hasBids': 1, 'annualHigh': 4500, 'annualLow': 505, 'deadstockRangeLow': 0, 'deadstockRangeHigh': 2007, 'volatility': 2.97365, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 1838, 'lastSale': 505, 'lastSaleSize': 'PSA 9', 'salesLast72Hours': 0, 'changeValue': -145, 'changePercentage': -0.223077, 'absChangePercentage': 0.223077, 'totalDollars': 14704, 'lastLowestAskTime': 1607916641, 'lastHighestBidTime': 1607452918, 'lastSaleDate': '2020-12-11T07:15:07+00:00', 'createdAt': '2020-03-20T21:59:52+00:00', 'updatedAt': 1608141974, 'deadstockSoldRank': 79, 'pricePremiumRank': 37, 'averageDeadstockPriceRank': 94, 'featured': 0}",Pokemon,,Trading Cards Pokemon,Graded,US,product,standard,collectibles,Pokemon Base Set 1st Edition #46/102,"[{'name': 'Year', 'value': '1999', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#46/102', 'filterable': False, 'visible': True, 'highlight': False}]",charmander-1999-pokemon-base-set-1st-edition-46-102,0,"['collectibles', 'pokemon', 'trading cards', 'pokemon']"
PN-2PBHB14,Basketball Hobby Box,2013-14 Panini Basketball Hobby Box,2013-14-Panini-Basketball-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2013-14-Panini-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933618', 'smallImageUrl': 'https://stockx.imgix.net/images/2013-14-Panini-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933618', 'thumbUrl': 'https://stockx.imgix.net/images/2013-14-Panini-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933618', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '36b0e2c1-e077-43d6-b325-ec0c15c65db5', 'lowestAsk': 0, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 0, 'hasAsks': 0, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 260, 'highestBidSize': '', 'numberOfBids': 5, 'hasBids': 1, 'annualHigh': 155, 'annualLow': 130, 'deadstockRangeLow': 147, 'deadstockRangeHigh': 163, 'volatility': 0.050363, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 139, 'lastSale': 155, 'lastSaleSize': '', 'salesLast72Hours': 0, 'changeValue': 10, 'changePercentage': 0.068966, 'absChangePercentage': 0.068966, 'totalDollars': 1110, 'lastLowestAskTime': 1606057110, 'lastHighestBidTime': 1607428023, 'lastSaleDate': '2020-04-11T23:30:29+00:00', 'createdAt': '2020-03-24T20:48:32+00:00', 'updatedAt': 1607428023, 'deadstockSoldRank': 18, 'pricePremiumRank': 68, 'averageDeadstockPriceRank': 44, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Hobby Box,"[{'name': 'Year', 'value': '2013-14', 'filterable': False, 'visible': True, 'highlight': False}]",2013-14-panini-basketball-hobby-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', 'basketball', '2013']"
PN-CR2PPWC18,#154,Cristiano Ronaldo 2018 Panini Prizm World Cup #154,Cristiano-Ronaldo-2018-Panini-Prizm-World-Cup-154,"{'imageUrl': 'https://stockx.imgix.net/products/collectibles/Christiano-Ronaldo-2018-Panini-Prizm-World-Cup-154.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1595453979', 'smallImageUrl': 'https://stockx.imgix.net/products/collectibles/Christiano-Ronaldo-2018-Panini-Prizm-World-Cup-154.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1595453979', 'thumbUrl': 'https://stockx.imgix.net/products/collectibles/Christiano-Ronaldo-2018-Panini-Prizm-World-Cup-154.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1595453979', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '37997cc5-7d3c-4cb5-b548-f2b4d94414c3', 'lowestAsk': 295, 'lowestAskSize': 'PSA 10', 'parentLowestAsk': 0, 'numberOfAsks': 9, 'hasAsks': 1, 'salesThisPeriod': 0, 'salesLastPeriod': 0, 'highestBid': 200, 'highestBidSize': 'PSA 10', 'numberOfBids': 4, 'hasBids': 1, 'annualHigh': 1500, 'annualLow': 339, 'deadstockRangeLow': 0, 'deadstockRangeHigh': 680, 'volatility': 1.00613, 'deadstockSold': 8, 'pricePremium': 0, 'averageDeadstockPrice': 661, 'lastSale': 339, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 0, 'changeValue': -61, 'changePercentage': -0.1525, 'absChangePercentage': 0.1525, 'totalDollars': 5288, 'lastLowestAskTime': 1608702181, 'lastHighestBidTime': 1608439706, 'lastSaleDate': '2020-11-02T23:13:24+00:00', 'createdAt': '2020-07-22T21:41:18+00:00', 'updatedAt': 1608702181, 'deadstockSoldRank': 42, 'pricePremiumRank': 4, 'averageDeadstockPriceRank': 81, 'featured': 0}",Panini,,Trading Cards Soccer,Graded,US,product,standard,collectibles,Panini #154,"[{'name': 'Year', 'value': '2018', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#154', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Portugal', 'filterable': True, 'visible': True, 'highlight': False}]",cristiano-ronaldo-2018-panini-prizm-world-cup-154,0,"['collectibles', 'panini', 'trading cards', 'soccer', 'portugal', 'team|portugal', 'tags|portugal']"
