TicketSymbol,Name,Title,ShortDescription,Image/Media,Market,Brand,Description,Category,Condition,CountryOfManufacture,DataType,listingType,ProductsCategory,Shoe,Traits,URLKey,Year,Tags
PN-LJ2PPS19,Silver #129,Lebron James 2019 Panini Prizm Silver #129,Lebron-James-2019-Panini-Prizm-Silver-129,"{'imageUrl': 'https://stockx.imgix.net/products/collectibles/Lebron-James-2019-Panini-Prizm-Silver-129.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576516573', 'smallImageUrl': 'https://stockx.imgix.net/products/collectibles/Lebron-James-2019-Panini-Prizm-Silver-129.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576516573', 'thumbUrl': 'https://stockx.imgix.net/products/collectibles/Lebron-James-2019-Panini-Prizm-Silver-129.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576516573', 'gallery': ['https://stockx.imgix.net/products/collectibles/Lebron-James-2019-Panini-Prizm-Silver-129.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576516573', 'https://stockx.imgix.net/products/collectibles/Lebron-James-2019-Panini-Prizm-Silver-129-2.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1576516573'], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '971afdcd-5da4-493c-afcc-d3533f4e0a81', 'lowestAsk': 250, 'lowestAskSize': 'PSA 9', 'parentLowestAsk': 0, 'numberOfAsks': 19, 'hasAsks': 1, 'salesThisPeriod': 3, 'salesLastPeriod': 0, 'highestBid': 725, 'highestBidSize': 'PSA 10', 'numberOfBids': 11, 'hasBids': 1, 'annualHigh': 2350, 'annualLow': 229, 'deadstockRangeLow': 445, 'deadstockRangeHigh': 955, 'volatility': 0.364717, 'deadstockSold': 42, 'pricePremium': 0, 'averageDeadstockPrice': 798, 'lastSale': 700, 'lastSaleSize': 'PSA 10', 'salesLast72Hours': 3, 'changeValue': -150, 'changePercentage': -0.176471, 'absChangePercentage': 0.176471, 'totalDollars': 33507, 'lastLowestAskTime': 1606795593, 'lastHighestBidTime': 1607542693, 'lastSaleDate': '2020-12-11T19:01:33+00:00', 'createdAt': '2019-12-16T20:27:21+00:00', 'updatedAt': 1607716797, 'deadstockSoldRank': 87, 'pricePremiumRank': 23, 'averageDeadstockPriceRank': 62, 'featured': 0}",Panini,,Trading Cards Basketball,Graded,,product,standard,collectibles,Lebron James 2019 Panini Prizm,"[{'name': 'Year', 'value': '2019', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Set Number', 'value': '#129', 'filterable': False, 'visible': True, 'highlight': False}, {'name': 'Team', 'value': 'Los Angeles Lakers', 'filterable': True, 'visible': True, 'highlight': False}]",lebron-james-2019-panini-prizm-silver-129,,"['collectibles', 'panini', 'trading cards', 'basketball', 'los angeles lakers', 'team|los angeles lakers']"
PN-2POBHB20,Basketball Hobby Box,2019-20 Panini Obsidian Basketball Hobby Box,2019-20-Panini-Obsidian-Basketball-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/products/collectibles/2019-20-Panini-Obdidian-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1594670406', 'smallImageUrl': 'https://stockx.imgix.net/products/collectibles/2019-20-Panini-Obdidian-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1594670406', 'thumbUrl': 'https://stockx.imgix.net/products/collectibles/2019-20-Panini-Obdidian-Basketball-Hobby-Box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1594670406', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'aa85ef5e-62af-4b03-b808-069f7223718b', 'lowestAsk': 500, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 10, 'hasAsks': 1, 'salesThisPeriod': 3, 'salesLastPeriod': 0, 'highestBid': 385, 'highestBidSize': '', 'numberOfBids': 15, 'hasBids': 1, 'annualHigh': 545, 'annualLow': 370, 'deadstockRangeLow': 464, 'deadstockRangeHigh': 536, 'volatility': 0.071757, 'deadstockSold': 26, 'pricePremium': 0, 'averageDeadstockPrice': 462, 'lastSale': 500, 'lastSaleSize': '', 'salesLast72Hours': 3, 'changeValue': 70, 'changePercentage': 0.162791, 'absChangePercentage': 0.162791, 'totalDollars': 11999, 'lastLowestAskTime': 1608743064, 'lastHighestBidTime': 1608375675, 'lastSaleDate': '2020-12-23T09:13:46+00:00', 'createdAt': '2020-07-13T20:01:11+00:00', 'updatedAt': 1608743065, 'deadstockSoldRank': 20, 'pricePremiumRank': 50, 'averageDeadstockPriceRank': 33, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,Brand New,,product,standard,collectibles,2019-20 Panini Obsidian,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-obsidian-basketball-hobby-box,,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2019', 'basketball', 'tags|']"
PN-2PMBBB20,Basketball Blaster Box,2019-20 Panini Mosaic Basketball Blaster Box,2019-20-Panini-Mosaic-Basketball-Blaster-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Mosaic-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932150', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Mosaic-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932150', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Mosaic-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932150', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '9fd0af29-cb8e-47dd-9d79-2f58f364b934', 'lowestAsk': 124, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 16, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 105, 'highestBidSize': '', 'numberOfBids': 25, 'hasBids': 1, 'annualHigh': 149, 'annualLow': 42, 'deadstockRangeLow': 122, 'deadstockRangeHigh': 126, 'volatility': 0.018466, 'deadstockSold': 728, 'pricePremium': 0, 'averageDeadstockPrice': 78, 'lastSale': 124, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': 4, 'changePercentage': 0.033333, 'absChangePercentage': 0.033333, 'totalDollars': 56636, 'lastLowestAskTime': 1608360372, 'lastHighestBidTime': 1608634035, 'lastSaleDate': '2020-12-22T07:34:34+00:00', 'createdAt': '2020-05-06T15:20:37+00:00', 'updatedAt': 1608665066, 'deadstockSoldRank': 86, 'pricePremiumRank': 99, 'averageDeadstockPriceRank': 58, 'featured': 0}",Panini,"For the first time in 2019-20 Panini is offering Mosaic Baketball cards as a stand alone set. The 2019-20 Panini Mosaic Blaster Box comes with 4 cards per pack and 8 packs per box. Blaster boxes also offer eclusive Orange Fluorescent Mosaic Prizms numbered to 25. The base checklist has 200 players including the 2019-20 rookie class that is loaded with talent including many up-and-comers such as Zion Williamson, Ja Morant, RJ Barrett, Coby White, Rui Hachimura, Cam Reddish, Tyler Herro, Matisse Thybulle, Bol Bol, and many others.",Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Blaster Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-mosaic-basketball-blaster-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', 'basketball', '2019']"
PN-2PCBBB2,Basketball Blaster Box,2019-20 Panini Chronicles Basketball Blaster Box,2019-20-Panini-Chronicles-Basketball-Blaster-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Chronicles-Basketball-Blaster-Box.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932344', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Chronicles-Basketball-Blaster-Box.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932344', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Chronicles-Basketball-Blaster-Box.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932344', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'dfec1adf-f1c1-48bb-94c1-e7996b157ef5', 'lowestAsk': 59, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 32, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 51, 'highestBidSize': '', 'numberOfBids': 20, 'hasBids': 1, 'annualHigh': 117, 'annualLow': 42, 'deadstockRangeLow': 51, 'deadstockRangeHigh': 55, 'volatility': 0.044555, 'deadstockSold': 509, 'pricePremium': 0, 'averageDeadstockPrice': 57, 'lastSale': 53, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': -4, 'changePercentage': -0.070175, 'absChangePercentage': 0.070175, 'totalDollars': 28855, 'lastLowestAskTime': 1608332567, 'lastHighestBidTime': 1608639121, 'lastSaleDate': '2020-12-23T00:52:46+00:00', 'createdAt': '2020-08-11T19:27:12+00:00', 'updatedAt': 1608687876, 'deadstockSoldRank': 45, 'pricePremiumRank': 55, 'averageDeadstockPriceRank': 58, 'featured': 0}",Panini,"The 2019-2020 Panini Chronicles Basketball Blaster Box comes with 5 cards per pack and 8 packs per box. With in each Panini Chronicles Basketball Blaster Box you can find exclusive rookies and stars inserts, pink parallels and 1-2 Opti-Chrome cards on average. Break the box to look for the Anthony Davis or Kendrick Nunn Rookie Prizm Update as well as rookie cards for Zion Williamson, Ja Morant, Tyler Herro, RJ Barrett, Cam Reddish, Rui Hachimura, D'Andre Hunter, Darius Garland, Jarrett Culver, and more!",Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Blaster Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-chronicles-basketball-blaster-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2019', 'basketball']"
PN-2PIBBB20,Basketball Blaster Box,2019-20 Panini Illusions Basketball Blaster Box,2019-20-Panini-Illusions-Basketball-Blaster-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Illusions-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932149', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Illusions-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932149', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Illusions-Basketball-Blaster-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932149', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '0a6aad72-f7df-4b77-bfe9-2cc2db7dc5ac', 'lowestAsk': 42, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 35, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 38, 'highestBidSize': '', 'numberOfBids': 13, 'hasBids': 1, 'annualHigh': 65, 'annualLow': 30, 'deadstockRangeLow': 40, 'deadstockRangeHigh': 42, 'volatility': 0.020223, 'deadstockSold': 387, 'pricePremium': 0, 'averageDeadstockPrice': 40, 'lastSale': 41, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 15605, 'lastLowestAskTime': 1608401360, 'lastHighestBidTime': 1608703562, 'lastSaleDate': '2020-12-21T07:27:43+00:00', 'createdAt': '2020-08-27T19:00:38+00:00', 'updatedAt': 1608703562, 'deadstockSoldRank': 9, 'pricePremiumRank': 30, 'averageDeadstockPriceRank': 92, 'featured': 0}",Panini,The 2019-20 Panini Illusions Basketball blaster box comes with 6 cards per pack and 6 packs per box.Each blaster box comes with one emerald acetate card per box and three parallels per blaster box on average.,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Blaster Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-illusions-basketball-blaster-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2019', 'basketball']"
PN-2PMFBB4L20,Football Blaster Box 4x Lot,2020 Panini Mosaic Football Blaster Box 4x Lot,2020-Panini-Mosaic-Football-Blaster-Box-4x-Lot,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931817', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931817', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931817', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'a43395f8-2759-4475-ae26-cb2d510fccee', 'lowestAsk': 240, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 5, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 210, 'highestBidSize': '', 'numberOfBids': 13, 'hasBids': 1, 'annualHigh': 302, 'annualLow': 141, 'deadstockRangeLow': 210, 'deadstockRangeHigh': 240, 'volatility': 0.067434, 'deadstockSold': 234, 'pricePremium': 0, 'averageDeadstockPrice': 196, 'lastSale': 225, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': -10, 'changePercentage': -0.042553, 'absChangePercentage': 0.042553, 'totalDollars': 45748, 'lastLowestAskTime': 1608305285, 'lastHighestBidTime': 1608637446, 'lastSaleDate': '2020-12-22T22:11:02+00:00', 'createdAt': '2020-09-18T14:40:54+00:00', 'updatedAt': 1608677811, 'deadstockSoldRank': 92, 'pricePremiumRank': 21, 'averageDeadstockPriceRank': 90, 'featured': 0}",Panini,"For the first time in 2020 Panini Football is introducing Mosaic as a stand alone set. The Panini Mosaic Football Blaster Box comes with 4 cards per pack and 8 packs per box.  Within the box you can find blaster exclusive orange fluorescent parallels, as well as other Mosaic parallels, and 3-4 Panini football Inserts. Included on the Mosaic base set checklist are Panini football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more! And now look for these same rookies in Panini Football's most anticipated retail release 2020 <a href=""https://stockx.com/2020-panini-prizm-football-wal-mart-blaster-box-4x-lot"">Panini Prizm Football!</a>",Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Football Blaster Box 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-mosaic-football-blaster-box-4x-lot,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
P-2PHFCT4L20,Charizard Tin 4x Lot,2020 Pokemon Hidden Fates Charizard Tin 4x Lot,2020-Pokemon-Hidden-Fates-Charizard-Tin-4x-Lot,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Charizard-Tin-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931830', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Charizard-Tin-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931830', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Hidden-Fates-Charizard-Tin-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931830', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'fd23528e-6f8f-46c8-b461-321e29d762ff', 'lowestAsk': 158, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 30, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 145, 'highestBidSize': '', 'numberOfBids': 29, 'hasBids': 1, 'annualHigh': 227, 'annualLow': 120, 'deadstockRangeLow': 186, 'deadstockRangeHigh': 240, 'volatility': 0.125189, 'deadstockSold': 221, 'pricePremium': 0, 'averageDeadstockPrice': 149, 'lastSale': 213, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': -7, 'changePercentage': -0.034168, 'absChangePercentage': 0.034168, 'totalDollars': 32905, 'lastLowestAskTime': 1608732565, 'lastHighestBidTime': 1608633303, 'lastSaleDate': '2020-12-21T23:01:37+00:00', 'createdAt': '2020-09-21T23:32:40+00:00', 'updatedAt': 1608732565, 'deadstockSoldRank': 69, 'pricePremiumRank': 30, 'averageDeadstockPriceRank': 37, 'featured': 0}",Pokemon,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Pokemon Charizard Tin 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-pokemon-hidden-fates-charizard-tin-4x-lot,0,"['collectibles', 'pokemon', 'trading cards', 'sealed boxes', 'pokemon', '2020']"
PN-2PMFBB2L20,Football Blaster Box 2x Lot,2020 Panini Mosaic Football Blaster Box 2x Lot,2020-Panini-Mosaic-Football-Blaster-Box-2x-Lot,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933562', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933562', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933562', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '95a3b6cc-bbef-45f4-92ca-738409354fe2', 'lowestAsk': 133, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 17, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 115, 'highestBidSize': '', 'numberOfBids': 13, 'hasBids': 1, 'annualHigh': 217, 'annualLow': 76, 'deadstockRangeLow': 123, 'deadstockRangeHigh': 143, 'volatility': 0.073477, 'deadstockSold': 207, 'pricePremium': 0, 'averageDeadstockPrice': 105, 'lastSale': 133, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': 17, 'changePercentage': 0.146552, 'absChangePercentage': 0.146552, 'totalDollars': 21635, 'lastLowestAskTime': 1608691530, 'lastHighestBidTime': 1608640150, 'lastSaleDate': '2020-12-21T13:40:59+00:00', 'createdAt': '2020-09-18T14:40:54+00:00', 'updatedAt': 1608691530, 'deadstockSoldRank': 46, 'pricePremiumRank': 0, 'averageDeadstockPriceRank': 59, 'featured': 0}",Panini,"For the first time in 2020 Panini Football is introducing Mosaic as a stand alone set. The Panini Mosaic Football Blaster Box comes with 4 cards per pack and 8 packs per box.  Within the box you can find blaster exclusive orange fluorescent parallels, as well as other Mosaic parallels, and 3-4 Panini football Inserts. Included on the Mosaic base set checklist are Panini football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more! And now look for these same rookies in Panini Football's most anticipated retail release 2020 <a href=""https://stockx.com/2020-panini-prizm-football-wal-mart-blaster-box-2x-lot"">Panini Prizm Football!</a>",Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Football Blaster Box 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-mosaic-football-blaster-box-2x-lot,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
PN-2PIBMB4L20,Basketball Mega Box 4x Lot,2020 Panini Illusions Basketball Mega Box 4x Lot,2020-Panini-Illusions-Basketball-Mega-Box-4x-Lot,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Illusions-Basketball-Mega-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932053', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Illusions-Basketball-Mega-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932053', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Illusions-Basketball-Mega-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932053', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': '8c384fc0-8ece-4332-a0ac-6e3b09b1eab2', 'lowestAsk': 309, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 7, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 290, 'highestBidSize': '', 'numberOfBids': 8, 'hasBids': 1, 'annualHigh': 333, 'annualLow': 193, 'deadstockRangeLow': 301, 'deadstockRangeHigh': 317, 'volatility': 0.025589, 'deadstockSold': 184, 'pricePremium': 0, 'averageDeadstockPrice': 244, 'lastSale': 309, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': 19, 'changePercentage': 0.065517, 'absChangePercentage': 0.065517, 'totalDollars': 44841, 'lastLowestAskTime': 1608691805, 'lastHighestBidTime': 1608637370, 'lastSaleDate': '2020-12-23T02:42:24+00:00', 'createdAt': '2020-09-08T21:06:33+00:00', 'updatedAt': 1608695434, 'deadstockSoldRank': 91, 'pricePremiumRank': 89, 'averageDeadstockPriceRank': 36, 'featured': 0}",Panini,,Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Mega Box 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-illusions-basketball-mega-box-4x-lot,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', 'basketball', '2020']"
PN-PRZ-BK19,Basketball Hobby Box,2019-20 Panini Prizm Basketball Hobby Box,2019-20-Panini-Prizm-Basketball-Hobby-Box,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Hobby-Box.jpeg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932843', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Hobby-Box.jpeg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932843', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Hobby-Box.jpeg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932843', 'gallery': [], 'hidden': False}","{'productId': 0, 'skuUuid': '', 'productUuid': 'babcc1de-8879-4490-9ce2-0fb3b5bbdfd9', 'lowestAsk': 3700, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 2, 'salesLastPeriod': 0, 'highestBid': 3200, 'highestBidSize': '', 'numberOfBids': 21, 'hasBids': 1, 'annualHigh': 3500, 'annualLow': 375, 'deadstockRangeLow': 2886, 'deadstockRangeHigh': 3714, 'volatility': 0.125559, 'deadstockSold': 172, 'pricePremium': 0, 'averageDeadstockPrice': 1052, 'lastSale': 3300, 'lastSaleSize': '', 'salesLast72Hours': 2, 'changeValue': -200, 'changePercentage': -0.057143, 'absChangePercentage': 0.057143, 'totalDollars': 180946, 'lastLowestAskTime': 1608672846, 'lastHighestBidTime': 1608733723, 'lastSaleDate': '2020-12-23T03:47:15+00:00', 'createdAt': '2019-12-07T20:32:37+00:00', 'updatedAt': 1608733723, 'deadstockSoldRank': 80, 'pricePremiumRank': 72, 'averageDeadstockPriceRank': 55, 'featured': 0}",Panini,"2019-20 Panini Prizm Basketball is the go-to product for rookie cards of the stacked 2019 NBA Draft class including Zion Williamson, Ja Morant, RJ Barrett, Rui Hachimura, Coby White, Tyler Herro, Bol Bol and many more exciting young prospects. With 12 packs per box and 12 card per pack, this prizm hobby box gurantees 2 autographs and 22 prizm parallels. The long list of colorful prizm parallels includes both the sought after Gold #/10 and elusive Black #1/1.",Trading Cards Sealed Boxes,New,US,product,standard,collectibles,Panini Basketball Hobby Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-prizm-basketball-hobby-box,0,"['collectibles', 'panini', 'trading cards', 'sealed boxes', 'basketball', '2019']"
