Name,Status,Seller_Level,Location,Price,Stars,Ratings,URL,Thumbnails Image,UPC,Images
1907 GOLD LIBERTY HEAD $2.5 QUARTER EAGLE COIN NGC MINT STATE 66,,,From United States,"$1,495.00",Wat,0,https://www.ebay.com/itm/1907-GOLD-LIBERTY-HEAD-2-5-QUARTER-EAGLE-COIN-NGC-MINT-STATE-66/333784758442?hash=item4db71f38aa:g:XO4AAOSwq69fqw0p,https://i.ebayimg.com/thumbs/images/g/XO4AAOSwq69fqw0p/s-l225.jpg,,"https://i.ebayimg.com/images/g/XO4AAOSwq69fqw0p/s-l64.jpg,https://i.ebayimg.com/images/g/mKwAAOSwFf1fqw0s/s-l64.jpg,https://i.ebayimg.com/images/g/XO4AAOSwq69fqw0p/s-l64.jpg,https://i.ebayimg.com/images/g/mKwAAOSwFf1fqw0s/s-l64.jpg"
"[#882480] Coin, United States, $2.50, Quarter Eagle, 1915, Philadelphia, AU",,,From France,$643.50,Wat,0,https://www.ebay.com/itm/882480-Coin-United-States-2-50-Quarter-Eagle-1915-Philadelphia-AU/324386319505?hash=item4b86ee6c91:g:EMgAAOSwcyJfu5lk,https://i.ebayimg.com/thumbs/images/g/EMgAAOSwcyJfu5lk/s-l225.jpg,,"https://i.ebayimg.com/images/g/EMgAAOSwcyJfu5lk/s-l64.jpg,https://i.ebayimg.com/images/g/ZKwAAOSwN4Zfu5lk/s-l64.jpg,https://i.ebayimg.com/images/g/EMgAAOSwcyJfu5lk/s-l64.jpg,https://i.ebayimg.com/images/g/ZKwAAOSwN4Zfu5lk/s-l64.jpg"
1843 C Quarter Eagle $2.5 Gold Liberty Head Rare Date CHARLOTTE VF #20670,,,From Germany,"$1,149.99",Wat,0,https://www.ebay.com/itm/1843-C-Quarter-Eagle-2-5-Gold-Liberty-Head-Rare-Date-CHARLOTTE-VF-20670/163857292709?hash=item2626a7dda5:g:c90AAOSwaEldeMDG,https://i.ebayimg.com/thumbs/images/g/c90AAOSwaEldeMDG/s-l225.jpg,,"https://i.ebayimg.com/images/g/c90AAOSwaEldeMDG/s-l64.jpg,https://i.ebayimg.com/images/g/b6wAAOSwDjhdeMC9/s-l64.jpg,https://i.ebayimg.com/images/g/c90AAOSwaEldeMDG/s-l64.jpg,https://i.ebayimg.com/images/g/b6wAAOSwDjhdeMC9/s-l64.jpg"
"1912 Quarter Eagle, $2.5 Gold Indian, AU.",,,From United States,$428.88,Wat,0,https://www.ebay.com/itm/1912-Quarter-Eagle-2-5-Gold-Indian-AU/124328669608?hash=item1cf290f1a8:g:sl8AAOSwf2hfVnrK,https://i.ebayimg.com/thumbs/images/g/sl8AAOSwf2hfVnrK/s-l225.jpg,,"https://i.ebayimg.com/images/g/sl8AAOSwf2hfVnrK/s-l64.jpg,https://i.ebayimg.com/images/g/ZdUAAOSw0LlfVnrN/s-l64.jpg,https://i.ebayimg.com/images/g/sl8AAOSwf2hfVnrK/s-l64.jpg,https://i.ebayimg.com/images/g/ZdUAAOSw0LlfVnrN/s-l64.jpg"
1856-S $2 1/2 PCGS AU53 - Scarce S-Mint Quarter Eagle - 2.50 Liberty Gold Coin,,,From United States,"$1,040.00",Wat,0,https://www.ebay.com/itm/1856-S-2-1-2-PCGS-AU53-Scarce-S-Mint-Quarter-Eagle-2-50-Liberty-Gold-Coin/353327232238?hash=item5243f1b4ee:g:oZkAAOSwxj5f3rTr,https://i.ebayimg.com/thumbs/images/g/oZkAAOSwxj5f3rTr/s-l225.jpg,,"https://i.ebayimg.com/images/g/oZkAAOSwxj5f3rTr/s-l64.jpg,https://i.ebayimg.com/images/g/0EgAAOSwXwBf3rTq/s-l64.jpg,https://i.ebayimg.com/images/g/dNQAAOSw3yJf3rTu/s-l64.jpg,https://i.ebayimg.com/images/g/qAQAAOSw7tNf3rTs/s-l64.jpg,https://i.ebayimg.com/images/g/oZkAAOSwxj5f3rTr/s-l64.jpg,https://i.ebayimg.com/images/g/0EgAAOSwXwBf3rTq/s-l64.jpg,https://i.ebayimg.com/images/g/dNQAAOSw3yJf3rTu/s-l64.jpg,https://i.ebayimg.com/images/g/qAQAAOSw7tNf3rTs/s-l64.jpg"
1852 GOLD $2.5 LIBERTY SALVAGE SS CENTRAL AMERICA FINEST KNOWN T3/0 PCGS MS 63,,,From United States,"$6,500.00",Wat,0,https://www.ebay.com/itm/1852-GOLD-2-5-LIBERTY-SALVAGE-SS-CENTRAL-AMERICA-FINEST-KNOWN-T3-0-PCGS-MS-63/303812219974?hash=item46bc9e9446:g:ExIAAOSwMXdf2TDe,https://i.ebayimg.com/thumbs/images/g/ExIAAOSwMXdf2TDe/s-l225.jpg,,"https://i.ebayimg.com/images/g/ExIAAOSwMXdf2TDe/s-l64.jpg,https://i.ebayimg.com/images/g/rFMAAOSwzcdf2TDm/s-l64.jpg,https://i.ebayimg.com/images/g/3ZcAAOSwevBf2TDa/s-l64.jpg,https://i.ebayimg.com/images/g/WgwAAOSw8QRf2TDc/s-l64.jpg,https://i.ebayimg.com/images/g/TugAAOSwhrRf2TDh/s-l64.jpg,https://i.ebayimg.com/images/g/BScAAOSw-11f2TDj/s-l64.jpg,https://i.ebayimg.com/images/g/ExIAAOSwMXdf2TDe/s-l64.jpg,https://i.ebayimg.com/images/g/rFMAAOSwzcdf2TDm/s-l64.jpg,https://i.ebayimg.com/images/g/3ZcAAOSwevBf2TDa/s-l64.jpg,https://i.ebayimg.com/images/g/WgwAAOSw8QRf2TDc/s-l64.jpg,https://i.ebayimg.com/images/g/TugAAOSwhrRf2TDh/s-l64.jpg,https://i.ebayimg.com/images/g/BScAAOSw-11f2TDj/s-l64.jpg"
1843-O $2 1/2 PCGS AU53 (Large Date) Scarce New Orleans Gold,,,From United States,"$1,810.00",Wat,0,https://www.ebay.com/itm/1843-O-2-1-2-PCGS-AU53-Large-Date-Scarce-New-Orleans-Gold/393064286483?hash=item5b84750913:g:ytEAAOSw53Ff3rT5,https://i.ebayimg.com/thumbs/images/g/ytEAAOSw53Ff3rT5/s-l225.jpg,,"https://i.ebayimg.com/images/g/ytEAAOSw53Ff3rT5/s-l64.jpg,https://i.ebayimg.com/images/g/5-AAAOSwAmBf3rT3/s-l64.jpg,https://i.ebayimg.com/images/g/pa8AAOSwuihf3rT7/s-l64.jpg,https://i.ebayimg.com/images/g/mgwAAOSwL5xf3rT5/s-l64.jpg,https://i.ebayimg.com/images/g/ytEAAOSw53Ff3rT5/s-l64.jpg,https://i.ebayimg.com/images/g/5-AAAOSwAmBf3rT3/s-l64.jpg,https://i.ebayimg.com/images/g/pa8AAOSwuihf3rT7/s-l64.jpg,https://i.ebayimg.com/images/g/mgwAAOSwL5xf3rT5/s-l64.jpg"
"[#864517] Coin, United States, Indian Head, $2.50, Quarter Eagle, 1909, U.S.",,,From France,,Wat,0,https://www.ebay.com/itm/864517-Coin-United-States-Indian-Head-2-50-Quarter-Eagle-1909-U-S/203193262890?hash=item2f4f43232a:g:AhcAAOSwb7xfu5eo,https://i.ebayimg.com/thumbs/images/g/AhcAAOSwb7xfu5eo/s-l225.jpg,,"https://i.ebayimg.com/images/g/AhcAAOSwb7xfu5eo/s-l64.jpg,https://i.ebayimg.com/images/g/8bQAAOSwylpfu5ep/s-l64.jpg,https://i.ebayimg.com/images/g/AhcAAOSwb7xfu5eo/s-l64.jpg,https://i.ebayimg.com/images/g/8bQAAOSwylpfu5ep/s-l64.jpg"
1834 Classic Head $2 1/2 NGC AU53 - Classic Head Gold Type Coin,,,From United States,"$1,290.00",Wat,0,https://www.ebay.com/itm/1834-Classic-Head-2-1-2-NGC-AU53-Classic-Head-Gold-Type-Coin/393068223058?hash=item5b84b11a52:g:p1QAAOSwoP5ftHbm,https://i.ebayimg.com/thumbs/images/g/p1QAAOSwoP5ftHbm/s-l225.jpg,,"https://i.ebayimg.com/images/g/p1QAAOSwoP5ftHbm/s-l64.jpg,https://i.ebayimg.com/images/g/4SEAAOSwzJZftHbl/s-l64.jpg,https://i.ebayimg.com/images/g/QJgAAOSwDgtftHbp/s-l64.jpg,https://i.ebayimg.com/images/g/D7MAAOSwh6xftHbo/s-l64.jpg,https://i.ebayimg.com/images/g/p1QAAOSwoP5ftHbm/s-l64.jpg,https://i.ebayimg.com/images/g/4SEAAOSwzJZftHbl/s-l64.jpg,https://i.ebayimg.com/images/g/QJgAAOSwDgtftHbp/s-l64.jpg,https://i.ebayimg.com/images/g/D7MAAOSwh6xftHbo/s-l64.jpg"
1905 GOLD UNITED STATES $2.5 DOLLAR LIBERTY HEAD QUARTER EAGLE COIN,,,From United States,$525.00,Wat,0,https://www.ebay.com/itm/1905-GOLD-UNITED-STATES-2-5-DOLLAR-LIBERTY-HEAD-QUARTER-EAGLE-COIN/303642808609?hash=item46b2859121:g:eREAAOSw81hfKc7D,https://i.ebayimg.com/thumbs/images/g/eREAAOSw81hfKc7D/s-l225.jpg,,"https://i.ebayimg.com/images/g/eREAAOSw81hfKc7D/s-l64.jpg,https://i.ebayimg.com/images/g/PdIAAOSwgJpfKc7G/s-l64.jpg,https://i.ebayimg.com/images/g/eREAAOSw81hfKc7D/s-l64.jpg,https://i.ebayimg.com/images/g/PdIAAOSwgJpfKc7G/s-l64.jpg"
1838-C $2 1/2 PCGS XF40 - Popular Branch Mint Issue - 2.50 Early Gold Coin,,,From United States,"$8,750.00",Wat,0,https://www.ebay.com/itm/1838-C-2-1-2-PCGS-XF40-Popular-Branch-Mint-Issue-2-50-Early-Gold-Coin/393040602189?hash=item5b830ba44d:g:EIEAAOSw2V5fx~AQ,https://i.ebayimg.com/thumbs/images/g/EIEAAOSw2V5fx~AQ/s-l225.jpg,,"https://i.ebayimg.com/images/g/EIEAAOSw2V5fx~AQ/s-l64.jpg,https://i.ebayimg.com/images/g/z3IAAOSwg1lfx~AO/s-l64.jpg,https://i.ebayimg.com/images/g/uY0AAOSwl3xfx~AS/s-l64.jpg,https://i.ebayimg.com/images/g/21YAAOSw2PVfx~AR/s-l64.jpg,https://i.ebayimg.com/images/g/EIEAAOSw2V5fx~AQ/s-l64.jpg,https://i.ebayimg.com/images/g/z3IAAOSwg1lfx~AO/s-l64.jpg,https://i.ebayimg.com/images/g/uY0AAOSwl3xfx~AS/s-l64.jpg,https://i.ebayimg.com/images/g/21YAAOSw2PVfx~AR/s-l64.jpg"
"1857 $2.50 LIBERTY GOLD QUARTER EAGLE NGC MS-63 CAC, FRESH & FLASHY, SCARCE!",,Top Rated Plus,From United States,"$1,525.00",Wat,0,https://www.ebay.com/itm/1857-2-50-LIBERTY-GOLD-QUARTER-EAGLE-NGC-MS-63-CAC-FRESH-FLASHY-SCARCE/333821003387?hash=item4db948467b:g:KhUAAOSwZW5f0nc3,https://i.ebayimg.com/thumbs/images/g/KhUAAOSwZW5f0nc3/s-l225.jpg,,"https://i.ebayimg.com/images/g/KhUAAOSwZW5f0nc3/s-l64.jpg,https://i.ebayimg.com/images/g/NaEAAOSw8DNf0nc5/s-l64.jpg,https://i.ebayimg.com/images/g/6WkAAOSw-lVf0nc6/s-l64.jpg,https://i.ebayimg.com/images/g/KhUAAOSwZW5f0nc3/s-l64.jpg,https://i.ebayimg.com/images/g/NaEAAOSw8DNf0nc5/s-l64.jpg,https://i.ebayimg.com/images/g/6WkAAOSw-lVf0nc6/s-l64.jpg"
1861 $2.50 LIBERTY HEAD GOLD OLD REVERSE PCGS MS-62,,,From United States,"$5,650.00",Wat,0,https://www.ebay.com/itm/1861-2-50-LIBERTY-HEAD-GOLD-OLD-REVERSE-PCGS-MS-62/233494203439?hash=item365d56cc2f:g:9OAAAOSwRS9d6XdT,https://i.ebayimg.com/thumbs/images/g/9OAAAOSwRS9d6XdT/s-l225.jpg,,"https://i.ebayimg.com/images/g/9OAAAOSwRS9d6XdT/s-l64.jpg,https://i.ebayimg.com/images/g/wykAAOSwbAZd6XdV/s-l64.jpg,https://i.ebayimg.com/images/g/knoAAOSwZwld6XdX/s-l64.jpg,https://i.ebayimg.com/images/g/9OAAAOSwRS9d6XdT/s-l64.jpg,https://i.ebayimg.com/images/g/wykAAOSwbAZd6XdV/s-l64.jpg,https://i.ebayimg.com/images/g/knoAAOSwZwld6XdX/s-l64.jpg"
"1836 Classic Gold $2.50 NGC MS61. “Quarter Eagle” Gold. Script 8, Head of 1835. ",,Top Rated Plus,From United States,"$2,988.00",Wat,0,https://www.ebay.com/itm/1836-Classic-Gold-2-50-NGC-MS61-Quarter-Eagle-Gold-Script-8-Head-of-1835/224227241601?hash=item3434fc2e81:g:fIoAAOSw8DNfqGZg,https://i.ebayimg.com/thumbs/images/g/fIoAAOSw8DNfqGZg/s-l225.jpg,,"https://i.ebayimg.com/images/g/fIoAAOSw8DNfqGZg/s-l64.jpg,https://i.ebayimg.com/images/g/W8EAAOSwPYNfqGZu/s-l64.jpg,https://i.ebayimg.com/images/g/fIoAAOSw8DNfqGZg/s-l64.jpg,https://i.ebayimg.com/images/g/W8EAAOSwPYNfqGZu/s-l64.jpg"
NGC MS61 1915 $2.5 Indian Head Gold Coin.! BU.!,,,From United States,$540.00,Wat,0,https://www.ebay.com/itm/NGC-MS61-1915-2-5-Indian-Head-Gold-Coin-BU/114525480548?hash=item1aaa402664:g:oUgAAOSw-WdftHNa,https://i.ebayimg.com/thumbs/images/g/oUgAAOSw-WdftHNa/s-l225.jpg,,"https://i.ebayimg.com/images/g/oUgAAOSw-WdftHNa/s-l64.jpg,https://i.ebayimg.com/images/g/xAQAAOSwgPtftHNe/s-l64.jpg,https://i.ebayimg.com/images/g/oUgAAOSw-WdftHNa/s-l64.jpg,https://i.ebayimg.com/images/g/xAQAAOSwgPtftHNe/s-l64.jpg"
"1879 $2 1/2 gold Liberty Head NGC graded MS 62 88,960 mintage",,,From United States,$720.00,Tim,0,https://www.ebay.com/itm/1879-2-1-2-gold-Liberty-Head-NGC-graded-MS-62-88-960-mintage/373408422801?hash=item56f0e05b91:g:rnMAAOSwYudXGV0C,https://i.ebayimg.com/thumbs/images/g/rnMAAOSwYudXGV0C/s-l225.jpg,,"https://i.ebayimg.com/images/g/rnMAAOSwYudXGV0C/s-l64.jpg,https://i.ebayimg.com/images/g/HTgAAOSwkEVXGV0H/s-l64.jpg,https://i.ebayimg.com/images/g/BIUAAOSw3mpXGV0N/s-l64.jpg,https://i.ebayimg.com/images/g/UX8AAOSwJSJXGV0W/s-l64.jpg,https://i.ebayimg.com/images/g/wFcAAOSw~oFXGV0c/s-l64.jpg,https://i.ebayimg.com/images/g/wNIAAOSw~oFXGV0h/s-l64.jpg,https://i.ebayimg.com/images/g/wUQAAOSw~oFXGV0n/s-l64.jpg,https://i.ebayimg.com/images/g/RrAAAOSwKfVXGV0r/s-l64.jpg,https://i.ebayimg.com/images/g/B8MAAOSw3mpXGV0y/s-l64.jpg,https://i.ebayimg.com/images/g/R7MAAOSwKfVXGV06/s-l64.jpg,https://i.ebayimg.com/images/g/rnMAAOSwYudXGV0C/s-l64.jpg,https://i.ebayimg.com/images/g/HTgAAOSwkEVXGV0H/s-l64.jpg,https://i.ebayimg.com/images/g/BIUAAOSw3mpXGV0N/s-l64.jpg,https://i.ebayimg.com/images/g/UX8AAOSwJSJXGV0W/s-l64.jpg,https://i.ebayimg.com/images/g/wFcAAOSw~oFXGV0c/s-l64.jpg,https://i.ebayimg.com/images/g/wNIAAOSw~oFXGV0h/s-l64.jpg,https://i.ebayimg.com/images/g/wUQAAOSw~oFXGV0n/s-l64.jpg,https://i.ebayimg.com/images/g/RrAAAOSwKfVXGV0r/s-l64.jpg,https://i.ebayimg.com/images/g/B8MAAOSw3mpXGV0y/s-l64.jpg,https://i.ebayimg.com/images/g/R7MAAOSwKfVXGV06/s-l64.jpg"
1925-D $2.50 Quarter Eagle Gold Coin Indian Head Graded by PCGS as MS-64,,Top Rated Plus,From United States,"$1,764.00",Wat,0,https://www.ebay.com/itm/1925-D-2-50-Quarter-Eagle-Gold-Coin-Indian-Head-Graded-by-PCGS-as-MS-64/282349077265?hash=item41bd510311:g:8FwAAOSwnHZYlN1d,https://i.ebayimg.com/thumbs/images/g/8FwAAOSwnHZYlN1d/s-l225.jpg,,"https://i.ebayimg.com/images/g/8FwAAOSwnHZYlN1d/s-l64.jpg,https://i.ebayimg.com/images/g/dpkAAOSwImRYlN1g/s-l64.jpg,https://i.ebayimg.com/images/g/PocAAOSw5cNYlN1i/s-l64.jpg,https://i.ebayimg.com/images/g/Z-sAAOSw9GhYlN1l/s-l64.jpg,https://i.ebayimg.com/images/g/8FwAAOSwnHZYlN1d/s-l64.jpg,https://i.ebayimg.com/images/g/dpkAAOSwImRYlN1g/s-l64.jpg,https://i.ebayimg.com/images/g/PocAAOSw5cNYlN1i/s-l64.jpg,https://i.ebayimg.com/images/g/Z-sAAOSw9GhYlN1l/s-l64.jpg"
PCGS MS62 1907 $2.5 Liberty Gold Coin.! Choice BU.!,,,From United States,$565.00,Wat,0,https://www.ebay.com/itm/PCGS-MS62-1907-2-5-Liberty-Gold-Coin-Choice-BU/114525675801?hash=item1aaa432119:g:jv8AAOSw66tftKK-,https://i.ebayimg.com/thumbs/images/g/jv8AAOSw66tftKK-/s-l225.jpg,,"https://i.ebayimg.com/images/g/jv8AAOSw66tftKK-/s-l64.jpg,https://i.ebayimg.com/images/g/BDoAAOSwpfBftKLD/s-l64.jpg,https://i.ebayimg.com/images/g/jv8AAOSw66tftKK-/s-l64.jpg,https://i.ebayimg.com/images/g/BDoAAOSwpfBftKLD/s-l64.jpg"
1903 Gold $2.50 Gold Liberty Head Quarter Eagle in AU Condition,,Top Rated Plus,From United States,$440.99,Wat,0,https://www.ebay.com/itm/1903-Gold-2-50-Gold-Liberty-Head-Quarter-Eagle-in-AU-Condition/283528881938?hash=item4203a36712:g:4mcAAOSwpR1dNfjH,https://i.ebayimg.com/thumbs/images/g/4mcAAOSwpR1dNfjH/s-l225.jpg,,"https://i.ebayimg.com/images/g/4mcAAOSwpR1dNfjH/s-l64.jpg,https://i.ebayimg.com/images/g/FxYAAOSwXfNdNfjV/s-l64.jpg,https://i.ebayimg.com/images/g/4mcAAOSwpR1dNfjH/s-l64.jpg,https://i.ebayimg.com/images/g/FxYAAOSwXfNdNfjV/s-l64.jpg"
1897 PCGS PR64CAM Quarter Eagle $2.50 Original Patina *Credit Card Only,,,From United States,"$8,505.00",Wat,0,https://www.ebay.com/itm/1897-PCGS-PR64CAM-Quarter-Eagle-2-50-Original-Patina-Credit-Card-Only/392994521132?hash=item5b804c802c:g:7dUAAOSwwlNfmYYB,https://i.ebayimg.com/thumbs/images/g/7dUAAOSwwlNfmYYB/s-l225.jpg,,"https://i.ebayimg.com/images/g/7dUAAOSwwlNfmYYB/s-l64.jpg,https://i.ebayimg.com/images/g/Wx0AAOSwSqJfmYYC/s-l64.jpg,https://i.ebayimg.com/images/g/XE0AAOSw2vpfmYYE/s-l64.jpg,https://i.ebayimg.com/images/g/qnwAAOSwb5VfmYYJ/s-l64.jpg,https://i.ebayimg.com/images/g/7dUAAOSwwlNfmYYB/s-l64.jpg,https://i.ebayimg.com/images/g/Wx0AAOSwSqJfmYYC/s-l64.jpg,https://i.ebayimg.com/images/g/XE0AAOSw2vpfmYYE/s-l64.jpg,https://i.ebayimg.com/images/g/qnwAAOSwb5VfmYYJ/s-l64.jpg"
1914 D GOLD US $2.5 INDIAN HEAD QUARTER EAGLE COIN NGC ABOUT UNCIRCULATED 58,,,From United States,$469.00,Wat,0,https://www.ebay.com/itm/1914-D-GOLD-US-2-5-INDIAN-HEAD-QUARTER-EAGLE-COIN-NGC-ABOUT-UNCIRCULATED-58/333738178575?hash=item4db458780f:g:mlQAAOSwBMJfc6Sw,https://i.ebayimg.com/thumbs/images/g/mlQAAOSwBMJfc6Sw/s-l225.jpg,Does Not Apply,"https://i.ebayimg.com/images/g/mlQAAOSwBMJfc6Sw/s-l64.jpg,https://i.ebayimg.com/images/g/xv0AAOSw9Vxfc6S0/s-l64.jpg,https://i.ebayimg.com/images/g/mlQAAOSwBMJfc6Sw/s-l64.jpg,https://i.ebayimg.com/images/g/xv0AAOSw9Vxfc6S0/s-l64.jpg"
1911 -  2.5 $ INDIAN HEAD QUARTER EAGLE ICG GRADED MS 63 ,,,From Canada,$725.00,Wat,0,https://www.ebay.com/itm/1911-2-5-INDIAN-HEAD-QUARTER-EAGLE-ICG-GRADED-MS-63/353023273998?hash=item5231d3ac0e:g:OToAAOSw4ohcWzhi,https://i.ebayimg.com/thumbs/images/g/OToAAOSw4ohcWzhi/s-l225.jpg,,"https://i.ebayimg.com/images/g/OToAAOSw4ohcWzhi/s-l64.jpg,https://i.ebayimg.com/images/g/zHIAAOSws2dcWzgg/s-l64.jpg,https://i.ebayimg.com/images/g/ggMAAOSwzTJcWzge/s-l64.jpg,https://i.ebayimg.com/images/g/ZqsAAOSwPYRcWzgh/s-l64.jpg,https://i.ebayimg.com/images/g/OToAAOSw4ohcWzhi/s-l64.jpg,https://i.ebayimg.com/images/g/zHIAAOSws2dcWzgg/s-l64.jpg,https://i.ebayimg.com/images/g/ggMAAOSwzTJcWzge/s-l64.jpg,https://i.ebayimg.com/images/g/ZqsAAOSwPYRcWzgh/s-l64.jpg"
1855 $2.50 Liberty Quarter Eagle Gold Coin ANACS EF-45 KRC,,,From United States,$629.20,Wat,0,https://www.ebay.com/itm/1855-2-50-Liberty-Quarter-Eagle-Gold-Coin-ANACS-EF-45-KRC/183721321508?hash=item2ac6a4e424:g:lgUAAOSwKEhcgs8N,https://i.ebayimg.com/thumbs/images/g/lgUAAOSwKEhcgs8N/s-l225.jpg,,"https://i.ebayimg.com/images/g/lgUAAOSwKEhcgs8N/s-l64.jpg,https://i.ebayimg.com/images/g/gd0AAOSwbedcgs8a/s-l64.jpg,https://i.ebayimg.com/images/g/lgUAAOSwKEhcgs8N/s-l64.jpg,https://i.ebayimg.com/images/g/gd0AAOSwbedcgs8a/s-l64.jpg"
1904 2 1/2 PCGS PR 64 DCAM ex: D.L. Hansen - Rare Deep Cameo Example,,,From United States,"$11,130.00",Wat,0,https://www.ebay.com/itm/1904-2-1-2-PCGS-PR-64-DCAM-ex-D-L-Hansen-Rare-Deep-Cameo-Example/353318697036?hash=item52436f784c:g:VUkAAOSwITRd7IN8,https://i.ebayimg.com/thumbs/images/g/VUkAAOSwITRd7IN8/s-l225.jpg,,"https://i.ebayimg.com/images/g/VUkAAOSwITRd7IN8/s-l64.jpg,https://i.ebayimg.com/images/g/5FgAAOSwUEhd7IN6/s-l64.jpg,https://i.ebayimg.com/images/g/DQoAAOSw93xd7IN-/s-l64.jpg,https://i.ebayimg.com/images/g/zV0AAOSw1Upd7IN9/s-l64.jpg,https://i.ebayimg.com/images/g/VUkAAOSwITRd7IN8/s-l64.jpg,https://i.ebayimg.com/images/g/5FgAAOSwUEhd7IN6/s-l64.jpg,https://i.ebayimg.com/images/g/DQoAAOSw93xd7IN-/s-l64.jpg,https://i.ebayimg.com/images/g/zV0AAOSw1Upd7IN9/s-l64.jpg"
"1905 Quarter Eagle, $2.5 Gold Liberty Head. AU.",,,From United States,$448.88,Wat,0,https://www.ebay.com/itm/1905-Quarter-Eagle-2-5-Gold-Liberty-Head-AU/193652898696?hash=item2d169cbb88:g:X1QAAOSwJoZfVnRy,https://i.ebayimg.com/thumbs/images/g/X1QAAOSwJoZfVnRy/s-l225.jpg,,"https://i.ebayimg.com/images/g/X1QAAOSwJoZfVnRy/s-l64.jpg,https://i.ebayimg.com/images/g/-t4AAOSwTFBfVnR0/s-l64.jpg,https://i.ebayimg.com/images/g/X1QAAOSwJoZfVnRy/s-l64.jpg,https://i.ebayimg.com/images/g/-t4AAOSwTFBfVnR0/s-l64.jpg"
1914 Quarter Eagle PCGS XF45 $2.50 Indian Head *Credit Card Only,,,From United States,$455.00,Wat,0,https://www.ebay.com/itm/1914-Quarter-Eagle-PCGS-XF45-2-50-Indian-Head-Credit-Card-Only/154063710507?hash=item23dee9a92b:g:HX4AAOSw2IxfSW3J,https://i.ebayimg.com/thumbs/images/g/HX4AAOSw2IxfSW3J/s-l225.jpg,,"https://i.ebayimg.com/images/g/HX4AAOSw2IxfSW3J/s-l64.jpg,https://i.ebayimg.com/images/g/YuEAAOSw-wJfSW3L/s-l64.jpg,https://i.ebayimg.com/images/g/18kAAOSwVJ9fSW3N/s-l64.jpg,https://i.ebayimg.com/images/g/UBEAAOSwIIZfSW3O/s-l64.jpg,https://i.ebayimg.com/images/g/HX4AAOSw2IxfSW3J/s-l64.jpg,https://i.ebayimg.com/images/g/YuEAAOSw-wJfSW3L/s-l64.jpg,https://i.ebayimg.com/images/g/18kAAOSwVJ9fSW3N/s-l64.jpg,https://i.ebayimg.com/images/g/UBEAAOSwIIZfSW3O/s-l64.jpg"
Mint Error: 1913 $2 1/2 NGC MS62 (Reverse Struck Thru) - 2.50 Indian Gold Coin,,,From United States,"$1,190.00",Wat,0,https://www.ebay.com/itm/Mint-Error-1913-2-1-2-NGC-MS62-Reverse-Struck-Thru-2-50-Indian-Gold-Coin/203225208867?hash=item2f512a9823:g:5-8AAOSwB4Zf3uY0,https://i.ebayimg.com/thumbs/images/g/5-8AAOSwB4Zf3uY0/s-l225.jpg,,"https://i.ebayimg.com/images/g/5-8AAOSwB4Zf3uY0/s-l64.jpg,https://i.ebayimg.com/images/g/R4kAAOSwSRlf3uYz/s-l64.jpg,https://i.ebayimg.com/images/g/DqQAAOSwMJZf3uYy/s-l64.jpg,https://i.ebayimg.com/images/g/gC4AAOSwN35f3uYx/s-l64.jpg,https://i.ebayimg.com/images/g/5-8AAOSwB4Zf3uY0/s-l64.jpg,https://i.ebayimg.com/images/g/R4kAAOSwSRlf3uYz/s-l64.jpg,https://i.ebayimg.com/images/g/DqQAAOSwMJZf3uYy/s-l64.jpg,https://i.ebayimg.com/images/g/gC4AAOSwN35f3uYx/s-l64.jpg"
NGC MS61 1857 $2.5 Liberty Gold Coin.! BU.!,,,From United States,$625.00,Wat,0,https://www.ebay.com/itm/NGC-MS61-1857-2-5-Liberty-Gold-Coin-BU/114525650775?hash=item1aaa42bf57:g:LxUAAOSwPMpftJvb,https://i.ebayimg.com/thumbs/images/g/LxUAAOSwPMpftJvb/s-l225.jpg,,"https://i.ebayimg.com/images/g/LxUAAOSwPMpftJvb/s-l64.jpg,https://i.ebayimg.com/images/g/3xgAAOSws0ZftJvf/s-l64.jpg,https://i.ebayimg.com/images/g/LxUAAOSwPMpftJvb/s-l64.jpg,https://i.ebayimg.com/images/g/3xgAAOSws0ZftJvf/s-l64.jpg"
1861 gold $2 1/2. Civil War Period $2.50. Historical Coin!,,,From United States,$418.88,Wat,0,https://www.ebay.com/itm/1861-gold-2-1-2-Civil-War-Period-2-50-Historical-Coin/193657426368?hash=item2d16e1d1c0:g:~YgAAOSwMrxfWtSL,https://i.ebayimg.com/thumbs/images/g/~YgAAOSwMrxfWtSL/s-l225.jpg,,"https://i.ebayimg.com/images/g/~YgAAOSwMrxfWtSL/s-l64.jpg,https://i.ebayimg.com/images/g/-ucAAOSwIU1fWtSN/s-l64.jpg,https://i.ebayimg.com/images/g/~YgAAOSwMrxfWtSL/s-l64.jpg,https://i.ebayimg.com/images/g/-ucAAOSwIU1fWtSN/s-l64.jpg"
